ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
250076,0,0,0,0,0,0,0,0,0,0
250077,0,0,0,0,0,0,0,0,0,0
250078,17,17,17,17,17,17,17,17,17,17
250079,0,0,0,0,0,0,0,0,0,0
250080,20,20,20,20,20,20,20,20,20,20
250081,0,0,0,0,0,0,0,0,0,0
250082,0,0,0,0,0,0,0,0,0,0
250083,26,26,26,26,26,26,26,26,26,26
250084,24,14,15,14,14,14,14,15,14,14
250085,13,13,13,13,13,13,13,13,13,13
250086,0,0,0,0,0,0,0,0,11,0
250087,17,17,17,17,17,17,17,17,17,17
250088,24,14,9,14,28,11,15,27,14,6
250089,0,0,10,0,0,0,0,9,4,25
250090,13,13,13,13,13,13,13,13,13,13
250091,25,25,25,25,25,25,25,25,25,25
250092,0,0,0,0,0,0,0,0,12,0
250094,20,12,12,12,12,12,12,12,12,12
250095,0,0,0,0,0,0,0,0,0,0
250096,41,41,41,41,41,41,41,41,41,41
250097,38,38,38,38,38,38,38,38,38,38
250098,0,0,0,0,0,0,0,0,0,0
250099,29,29,29,29,29,29,29,29,29,29
250100,0,0,0,0,0,0,0,0,0,0
250101,24,24,24,24,24,24,24,24,24,24
250102,0,0,0,0,0,0,0,0,0,0
250103,4,4,12,4,4,4,4,4,4,4
250104,13,11,24,12,32,11,16,13,9,19
250105,12,0,0,9,0,0,0,0,10,10
250106,0,0,0,0,0,0,0,31,0,0
250107,17,17,17,17,17,17,17,17,17,17
250108,3,3,3,15,11,3,4,3,3,3
250109,0,0,0,0,0,0,0,0,15,0
250110,33,33,33,33,33,33,33,33,33,33
250111,0,9,0,0,0,0,0,0,0,25
250112,0,0,0,0,0,0,0,0,0,0
250113,10,10,10,10,10,10,10,10,10,10
250114,13,13,13,13,13,13,13,13,13,13
250115,22,22,22,22,22,22,22,22,22,22
250116,5,5,5,5,5,5,5,5,5,5
250117,0,0,0,0,0,0,0,0,0,0
250118,0,0,0,0,0,0,0,0,0,0
250119,20,20,20,20,20,20,20,20,20,20
250120,6,6,6,6,6,6,6,6,6,6
250121,0,0,0,0,0,0,14,0,0,0
250122,39,39,39,39,39,39,39,39,39,39
250123,13,0,0,0,26,0,0,0,0,0
250124,0,0,0,0,0,0,0,0,0,0
250125,0,0,0,3,0,0,0,20,0,0
250126,0,0,0,0,0,0,0,0,0,0
250127,0,0,0,0,0,0,0,0,0,0
250128,8,2,10,23,6,2,8,6,16,19
250129,0,42,0,0,0,0,0,13,0,0
250130,15,15,15,15,15,15,15,15,15,15
250131,0,0,0,0,0,0,0,0,0,0
250132,34,34,34,34,34,34,34,34,34,34
250133,0,0,0,0,0,0,0,0,0,0
250134,0,0,0,0,0,0,0,0,0,0
250135,0,0,0,0,0,0,0,0,0,0
250136,35,10,32,0,10,15,14,14,29,38
250137,20,0,0,0,0,12,0,24,13,0
250138,0,0,0,0,10,34,0,0,0,8
250139,0,0,0,0,0,0,0,0,0,0
250140,34,34,34,34,34,34,34,34,34,34
250141,0,0,0,0,0,0,0,0,0,0
250142,0,0,0,0,0,0,0,0,0,0
250143,28,23,6,6,25,10,6,10,24,15
250144,0,0,0,0,0,0,0,0,0,0
250145,0,0,20,0,0,0,0,0,0,0
250146,0,0,0,0,0,0,0,0,0,0
250147,0,0,0,0,0,0,0,0,0,0
250148,0,0,0,0,0,0,0,0,0,0
250149,0,0,0,0,0,0,0,0,0,0
250150,0,0,0,0,0,0,0,0,0,0
250151,31,31,31,31,31,31,31,31,31,31
250152,0,0,0,0,0,0,0,0,0,0
250153,0,0,0,0,0,0,0,0,0,0
250154,0,0,0,0,0,0,0,0,0,0
250155,0,0,0,0,0,0,0,0,0,0
250156,0,40,0,0,0,0,0,7,0,0
250157,13,16,13,33,10,21,17,13,23,13
250159,16,16,16,16,16,16,16,22,16,16
250160,29,29,29,29,29,29,29,29,29,29
250161,17,17,17,17,18,17,21,17,17,17
250162,0,0,0,0,0,0,0,0,0,0
250163,10,7,16,8,0,21,8,12,10,5
250164,0,0,0,0,0,0,0,0,0,0
250165,0,0,0,0,0,0,0,0,0,0
250166,15,0,0,0,0,0,27,22,0,0
250167,0,0,0,0,0,0,0,0,0,0
250168,0,0,0,0,0,0,0,0,0,0
250169,20,20,20,29,20,20,20,23,20,32
250170,6,6,6,6,6,6,6,6,6,6
250171,0,11,12,0,0,16,14,19,16,12
250172,0,0,0,0,0,0,0,0,0,0
250173,0,0,26,0,1,0,0,0,0,0
250174,0,0,0,0,0,0,0,0,0,0
250175,0,21,16,18,0,0,27,0,0,0
250176,0,0,0,0,0,0,0,0,0,0
250177,0,0,0,0,0,0,0,13,0,0
250178,0,0,0,0,26,0,0,0,0,0
250180,17,17,17,17,17,17,17,17,17,17
250181,23,9,15,11,19,10,21,6,6,14
250182,0,0,0,0,0,0,0,0,0,0
250183,10,10,10,10,10,10,10,10,10,10
250184,12,12,12,12,12,12,12,12,12,14
250185,23,23,23,23,23,23,23,23,23,23
250186,2,2,2,2,2,2,2,2,2,2
250187,0,0,0,0,0,0,0,0,0,0
250188,0,0,0,0,0,13,0,0,0,0
250189,0,0,0,0,0,0,0,0,0,0
250190,3,3,3,3,3,3,3,3,3,3
250191,0,0,0,0,0,0,0,0,0,0
250192,9,0,0,0,0,0,0,0,0,0
250193,13,13,13,13,13,13,13,13,13,13
250194,11,11,11,11,11,11,11,11,11,11
250195,0,0,0,0,0,0,0,0,0,0
250196,29,34,27,27,27,27,27,27,27,27
250198,0,0,0,0,0,0,0,0,0,0
250199,0,0,0,0,0,0,0,0,0,0
250200,4,6,0,19,22,9,14,21,4,8
250201,0,0,0,0,0,0,0,0,0,0
250202,0,0,0,0,0,0,0,6,0,0
250203,2,2,2,2,2,2,2,2,2,2
250204,0,0,0,0,0,0,24,0,0,0
250205,0,0,0,0,0,0,0,0,0,0
250206,0,0,0,0,0,16,0,0,0,0
250207,0,0,0,0,0,0,0,0,0,0
250208,0,0,0,0,0,0,0,0,0,0
250209,13,13,13,13,13,13,13,13,13,13
250210,0,0,0,0,0,0,0,0,0,0
250211,0,0,0,0,0,0,0,0,0,0
250212,25,25,25,25,25,25,25,25,25,25
250213,20,20,20,20,20,20,20,20,20,21
250214,9,9,9,9,9,9,9,9,9,9
250215,10,26,21,47,10,10,11,11,2,21
250217,0,0,0,0,0,0,0,0,0,0
250218,0,0,0,15,0,0,20,0,0,5
250220,16,16,16,16,16,16,16,16,16,16
250221,12,12,12,12,12,12,12,12,12,12
250222,17,17,17,17,17,17,17,17,17,17
250223,0,12,0,0,0,0,0,10,0,0
250224,0,0,0,0,0,0,0,0,0,0
250225,0,17,0,0,0,0,0,0,0,0
250226,17,17,17,17,17,17,17,17,17,17
250227,23,23,23,23,23,23,23,23,23,23
250228,0,0,0,0,0,0,0,0,0,0
250229,15,15,15,15,15,15,15,15,15,15
250230,0,0,0,0,0,0,0,0,0,0
250231,0,0,0,0,0,0,9,0,0,0
250233,20,20,20,20,20,20,20,20,20,20
250234,0,0,0,0,0,0,0,0,0,0
250235,0,0,0,0,0,0,0,0,0,0
250236,0,0,0,0,0,0,0,0,0,0
250237,0,0,0,0,0,0,0,0,0,0
250238,19,19,19,19,19,19,19,19,19,19
250239,0,0,0,0,0,0,0,0,0,0
250240,29,29,29,29,29,29,29,29,29,29
250241,0,0,0,0,0,0,0,0,0,0
250242,0,0,0,0,0,0,0,18,0,0
250243,0,9,0,0,0,0,0,0,0,18
250244,0,0,0,0,0,0,18,0,7,11
250245,31,31,31,31,31,31,31,31,31,31
250246,28,28,28,28,28,28,28,28,28,28
250247,17,17,17,17,17,17,17,17,17,17
250248,7,7,7,7,7,7,7,7,7,9
250249,0,0,0,0,0,0,0,0,0,0
250250,0,0,0,0,0,0,0,0,29,0
250251,0,0,0,0,19,0,0,0,0,0
250252,0,0,0,0,0,0,0,0,0,0
250253,0,0,0,0,0,0,0,0,0,0
250254,16,16,16,16,16,16,16,16,16,16
250255,14,14,14,14,14,14,14,14,14,14
250256,0,0,0,0,0,0,0,0,0,0
250257,0,0,0,0,0,0,22,0,16,19
250258,29,29,29,29,29,29,29,29,29,29
250259,0,0,0,0,0,0,0,0,0,0
250260,0,4,0,0,0,0,0,0,0,0
250261,0,0,0,0,0,0,0,0,0,0
250262,0,0,0,0,0,0,0,0,0,0
250264,0,0,0,0,0,0,0,0,0,0
250265,0,0,0,0,0,0,0,0,0,0
250266,0,0,0,0,0,0,0,0,0,0
250267,0,5,0,0,0,0,0,0,0,0
250268,0,20,0,0,0,0,0,0,0,0
250269,27,27,27,27,27,27,27,27,27,27
250270,17,0,12,0,7,0,0,26,0,14
250271,0,0,0,0,0,0,0,0,0,16
250272,0,0,0,0,0,0,13,0,0,0
250273,0,0,0,18,10,0,0,16,0,0
250274,18,18,18,18,18,18,18,18,18,18
250275,0,0,0,0,0,0,0,0,0,0
250276,8,8,8,8,8,8,8,8,8,8
250277,14,0,0,0,9,0,0,0,19,0
250278,0,0,0,0,0,0,0,0,0,0
250279,8,24,22,17,25,6,29,13,27,17
250280,20,20,20,20,20,20,20,20,20,20
250281,0,0,0,0,0,0,15,0,0,0
250282,0,0,0,0,0,0,0,0,0,0
250283,15,15,15,15,15,15,15,15,15,15
250284,0,0,0,25,0,0,14,19,0,12
250285,0,0,0,0,0,0,0,0,0,0
250286,0,0,0,0,0,0,0,0,0,0
250288,29,29,29,29,29,29,29,29,29,29
250289,0,0,0,0,0,0,0,0,0,0
250290,0,0,0,14,0,14,0,11,10,0
250291,12,12,12,12,12,12,12,12,12,12
250292,0,0,0,0,0,0,0,0,22,18
250293,0,0,0,0,0,0,0,0,0,0
250294,0,0,0,0,0,0,0,0,0,0
250295,0,0,0,0,0,0,0,0,0,0
250296,0,36,0,0,6,12,3,0,28,9
250297,0,4,8,0,0,9,16,11,17,0
250298,16,16,16,16,16,16,16,16,16,16
250299,0,0,0,0,0,0,0,0,0,0
250300,23,23,23,23,23,23,23,23,23,23
250301,28,28,28,28,28,28,28,28,28,28
250303,0,0,0,0,0,0,0,0,0,0
250304,16,17,8,15,9,33,18,15,0,8
250305,0,0,0,0,0,0,0,0,0,0
250306,21,21,21,21,21,21,21,21,21,21
250307,7,0,0,17,0,0,0,10,0,0
250308,24,24,24,24,24,24,24,24,24,24
250309,0,0,0,0,11,0,0,0,0,0
250310,0,0,0,0,0,0,0,0,0,0
250311,0,0,0,0,0,0,0,0,0,0
250312,0,0,0,0,0,0,8,0,0,0
250313,29,29,29,29,29,29,29,29,29,29
250314,0,0,0,0,0,0,0,0,0,0
250315,9,10,14,19,15,37,9,20,11,9
250316,0,0,0,0,0,18,0,19,0,0
250317,0,0,0,0,0,10,0,0,0,0
250318,0,0,0,0,0,0,0,0,0,0
250319,0,0,0,0,0,0,0,0,0,0
250320,24,24,24,24,24,24,24,24,24,24
250321,11,10,12,2,0,0,15,0,12,19
250323,0,0,0,0,0,0,0,0,0,0
250324,0,0,0,0,0,0,0,0,0,0
250327,0,0,0,0,0,0,0,0,0,0
250328,0,0,0,0,0,0,0,0,0,0
250329,0,0,0,0,0,0,0,0,0,0
250330,34,24,22,16,21,16,29,28,7,9
250331,18,15,15,15,15,15,15,15,15,15
250333,0,0,0,0,0,0,0,0,0,0
250334,0,16,6,25,14,0,0,0,0,0
250335,21,17,25,24,15,6,8,14,31,20
250336,0,0,0,0,0,0,0,0,0,0
250337,5,15,11,13,2,25,4,10,10,18
250338,29,19,0,12,0,25,0,0,25,0
250339,0,0,0,0,0,0,0,0,0,0
250340,0,0,0,0,0,0,0,0,0,0
250341,0,0,0,0,0,0,0,0,0,0
250342,24,24,24,24,24,35,24,24,24,24
250343,21,21,21,21,21,21,21,21,21,21
260001,28,13,0,22,14,33,11,19,12,24
260002,0,0,0,0,0,0,0,0,0,0
260003,25,23,20,18,5,11,21,11,25,14
260004,0,0,0,0,0,0,0,8,0,0
260005,0,0,0,0,0,18,0,0,26,0
260006,0,0,0,0,0,0,0,0,0,0
260007,52,7,37,14,28,15,33,27,20,32
260008,0,0,0,0,0,0,0,0,0,0
260009,43,43,43,43,43,43,43,43,43,43
260010,0,0,0,0,0,0,0,0,0,0
260011,25,25,25,25,25,25,25,25,25,25
260012,39,25,24,23,36,21,11,14,22,7
260013,0,0,0,0,0,0,0,0,0,0
260014,18,18,18,18,18,18,18,18,18,18
260015,0,0,0,0,0,0,0,0,0,0
260016,0,0,0,0,0,0,0,0,0,0
260017,0,0,0,0,0,0,0,0,0,0
260018,15,0,0,0,0,0,0,0,13,0
260019,0,0,0,0,0,0,0,0,0,0
260020,18,18,18,18,18,18,18,18,18,18
260021,25,3,11,22,26,19,21,26,41,12
260022,0,0,0,0,0,16,0,0,0,0
260023,30,0,0,9,15,17,0,15,0,0
260024,0,0,0,0,0,0,22,3,0,0
260025,0,0,28,30,0,19,0,0,0,0
260026,0,0,0,0,0,0,0,0,0,0
260027,0,0,0,0,0,0,0,0,0,0
260028,0,0,0,0,0,0,0,0,0,0
260029,0,0,0,0,24,0,0,0,0,0
260030,0,0,0,0,0,0,0,30,0,0
260031,0,0,0,0,0,0,0,0,0,0
260032,0,0,0,7,0,0,0,0,0,0
260033,0,0,0,0,0,0,13,0,0,0
260034,0,0,0,0,0,0,0,0,0,0
260035,8,8,8,8,8,8,8,8,8,8
260036,0,0,0,0,0,0,0,0,0,0
260037,0,0,0,0,0,0,0,0,0,0
260038,19,19,19,19,19,19,19,19,19,19
260039,0,0,0,0,0,0,0,0,0,0
260040,0,0,0,0,0,0,0,0,0,0
260041,0,0,0,0,0,0,0,0,0,0
260042,0,0,0,0,0,0,0,0,0,0
260043,0,0,0,0,0,0,0,0,0,0
260044,0,0,0,0,0,0,0,0,0,0
260045,0,0,0,0,0,0,0,0,0,0
260046,0,0,0,0,0,0,14,0,0,0
260047,0,0,0,0,0,0,0,0,13,2
260048,0,0,0,0,0,0,0,0,0,0
260049,0,0,0,0,0,0,0,0,0,0
260050,22,0,0,0,0,0,20,0,21,0
260051,0,0,0,0,0,0,0,0,0,0
260052,0,0,0,0,0,0,0,0,0,0
260053,15,15,15,15,15,15,15,15,15,15
260054,0,0,0,0,0,0,0,0,0,0
260055,16,16,16,16,16,16,16,16,16,16
260056,20,5,0,8,0,0,0,0,0,0
260057,11,20,13,0,0,24,0,0,0,0
260058,0,0,0,0,0,0,0,0,0,0
260059,0,0,0,0,0,0,0,0,0,0
260060,0,0,14,0,29,34,19,17,0,0
260061,32,0,0,0,23,0,0,9,0,0
260062,0,19,0,0,0,0,0,0,17,0
260063,10,10,10,10,10,10,10,10,10,10
260064,0,0,0,0,0,0,0,0,0,0
260065,0,0,0,0,0,0,0,0,0,0
260066,21,17,32,27,10,35,9,9,0,0
260067,0,17,0,0,0,0,5,0,0,0
260068,0,0,0,0,0,0,0,0,0,0
260069,0,0,0,0,15,22,0,0,0,16
260071,0,0,0,0,0,14,0,0,21,0
260072,34,0,19,29,5,25,12,12,0,27
260073,0,0,0,0,8,0,0,0,12,0
260074,0,0,0,0,0,0,0,0,0,27
260075,0,0,0,0,0,0,0,0,0,17
260076,10,10,10,10,10,10,10,10,10,10
260077,0,0,0,0,0,0,0,0,0,0
260078,0,0,0,0,0,0,0,0,0,0
260079,0,0,0,0,0,0,0,0,0,0
260080,0,0,0,0,0,0,0,0,0,0
260082,0,0,0,0,0,0,0,0,0,0
260083,0,0,0,0,0,0,0,0,0,0
260084,0,0,0,0,0,0,0,12,0,0
260085,0,0,0,0,0,0,0,0,0,12
260086,0,0,0,0,0,0,0,0,0,0
260087,0,0,0,0,0,0,0,0,9,0
260088,0,0,0,0,10,18,0,0,0,18
260089,0,0,0,0,21,0,0,0,0,0
260090,0,0,0,0,0,0,0,0,0,0
260091,0,0,0,0,0,0,0,0,0,0
260092,25,25,25,25,25,25,25,25,25,25
260093,18,18,18,24,18,20,18,18,18,18
260094,12,0,0,0,0,0,0,0,0,0
260095,0,0,0,0,0,0,0,0,0,0
260096,0,0,0,0,0,0,0,0,24,6
260097,0,0,0,0,0,0,0,0,0,0
260098,11,11,11,11,11,11,11,11,11,11
260099,13,13,13,13,13,13,13,13,13,13
260100,14,14,14,14,14,14,14,14,14,14
260101,12,11,0,0,0,17,0,0,0,0
260102,0,0,0,0,17,0,0,0,0,0
260103,0,0,0,0,0,11,0,0,0,0
260104,0,0,0,0,0,0,0,0,0,0
260105,0,0,0,0,0,14,0,0,0,0
260106,17,17,17,17,17,17,17,17,17,17
260107,33,17,0,20,10,26,16,0,18,20
260108,0,0,4,0,0,0,0,0,17,0
260109,8,8,8,8,8,8,8,8,8,8
260110,0,0,0,0,0,0,0,0,0,0
260111,0,0,0,0,0,0,0,0,0,0
260112,0,0,0,0,0,0,0,0,0,0
260113,0,0,14,0,0,0,0,0,0,0
260114,0,0,0,0,0,0,0,0,0,0
260115,8,8,23,19,18,14,14,8,13,27
260116,0,11,0,0,0,0,0,8,0,0
260118,0,8,0,0,12,0,0,29,0,25
260119,0,0,0,0,0,0,0,0,0,0
260120,0,0,0,0,0,0,0,0,0,0
260121,0,0,0,0,0,0,0,0,0,0
260122,0,0,0,0,0,0,0,0,0,0
260123,18,18,18,18,18,18,18,18,18,18
260124,0,0,13,0,0,0,0,0,0,0
260125,0,0,0,0,0,0,0,0,36,0
260126,0,0,0,0,0,0,0,0,0,0
260127,12,0,31,0,0,0,0,8,0,0
260128,0,0,0,0,0,0,0,0,0,0
260130,27,0,0,0,0,0,0,0,0,0
260131,20,29,0,0,0,0,0,0,0,0
260132,0,0,0,0,0,0,0,0,0,0
260133,0,18,0,0,0,8,0,0,28,0
260134,17,37,11,8,11,13,26,10,28,17
260135,0,0,26,0,0,0,0,0,0,0
260136,0,0,0,32,0,0,0,0,0,0
260137,0,0,0,20,0,0,0,0,0,0
260138,18,0,0,20,0,0,0,8,0,0
260139,0,0,0,0,0,0,9,0,0,0
260140,0,0,0,12,0,0,0,0,0,0
260141,8,8,8,8,8,8,8,8,8,8
260142,0,0,0,0,0,0,0,0,0,0
260143,0,0,0,0,0,0,0,0,0,0
260144,0,0,0,0,0,0,0,0,0,0
260145,1,9,1,22,1,1,1,1,24,1
260146,0,0,0,0,0,0,0,0,0,0
260147,0,0,0,0,0,0,0,0,0,0
260148,0,0,0,0,0,0,0,0,0,0
260149,0,0,0,10,0,0,0,0,0,20
260150,19,6,6,6,6,6,6,6,6,6
260151,0,0,0,0,0,0,0,0,0,0
260152,17,17,17,17,17,17,17,17,17,17
260153,16,16,16,16,16,16,16,16,16,16
260154,0,17,0,0,25,20,0,0,13,0
260155,0,0,0,0,0,0,0,0,0,0
260156,14,14,14,14,14,14,14,14,14,14
260157,19,19,19,19,19,19,19,19,19,19
260158,0,0,0,0,0,18,0,0,0,0
260159,0,0,0,0,0,22,0,0,15,0
260160,0,0,0,0,0,0,0,0,0,0
260161,0,0,0,0,0,0,0,0,0,0
260162,16,16,16,16,16,16,16,16,16,16
260163,0,9,0,0,35,0,0,21,0,0
260164,16,18,23,21,34,0,8,7,11,29
260165,0,0,0,0,2,0,15,0,0,13
260166,0,0,0,0,0,0,30,0,0,0
260167,16,0,17,0,0,17,21,28,12,0
260168,0,0,0,0,0,0,0,0,0,0
260169,0,0,0,0,0,0,0,0,0,0
260170,0,0,0,0,0,0,0,0,0,0
260171,20,0,0,0,0,32,0,0,0,0
260172,0,0,0,0,0,0,24,0,16,12
260173,0,0,13,0,0,0,0,0,0,0
260174,0,0,0,0,0,0,0,0,0,0
260175,0,0,0,0,24,0,0,0,0,0
260176,17,0,0,0,0,0,0,0,0,0
260177,11,11,11,11,11,11,11,11,11,11
260178,0,0,27,0,0,0,0,18,11,0
260179,0,0,0,10,19,17,0,0,0,0
260180,8,0,0,6,0,29,14,15,9,0
260181,13,13,13,13,13,13,13,13,18,13
260182,11,11,11,11,11,11,11,11,11,11
260183,19,19,19,19,19,19,19,19,19,19
260184,9,9,9,9,34,9,9,9,19,9
260185,0,0,0,0,0,0,0,0,0,0
260186,0,0,0,0,0,0,0,0,0,0
260187,7,7,7,7,7,7,7,7,7,7
260188,0,0,0,9,0,0,0,0,0,0
260189,0,0,0,0,0,33,0,0,0,0
260190,0,0,0,0,0,0,0,0,0,0
260191,0,0,0,0,0,0,0,0,0,0
260192,0,0,0,0,0,0,0,0,0,0
260193,0,0,26,0,0,0,0,0,0,0
260194,10,10,10,10,10,10,10,10,10,10
260195,0,0,0,0,0,0,0,0,0,0
260196,31,0,0,0,0,0,0,0,11,0
260197,0,0,0,0,0,0,0,0,0,0
260198,0,0,0,0,0,0,0,0,0,0
260199,0,0,0,0,0,0,0,0,0,0
260200,0,0,0,25,0,0,0,0,0,0
260201,5,0,0,0,0,0,0,0,0,0
260202,0,0,0,0,8,22,0,0,0,0
260203,0,9,0,0,0,0,0,0,0,0
260204,19,19,19,19,19,19,19,19,19,19
260205,0,0,0,0,0,0,0,0,0,0
260206,0,0,0,0,0,0,0,0,0,0
260207,0,0,0,0,0,0,0,0,0,0
260208,0,0,0,0,0,0,0,0,0,0
260209,20,20,20,20,20,20,20,20,20,20
260210,0,0,0,12,0,21,0,0,12,5
260211,0,0,17,14,0,15,17,0,23,0
260212,0,0,0,0,0,0,0,0,0,0
260213,0,0,0,0,0,0,0,0,0,0
260214,0,0,0,0,0,0,0,0,0,0
260215,0,0,0,0,0,0,0,0,0,0
260216,24,24,24,24,24,24,24,24,24,24
260217,0,0,0,0,0,0,0,0,0,0
260218,11,11,0,20,21,21,27,23,0,37
260219,0,0,3,18,0,17,0,0,0,14
260220,0,19,16,24,0,33,22,21,0,19
260221,0,0,0,0,0,0,0,0,0,0
260222,0,0,0,0,0,21,0,18,0,0
260223,0,0,0,0,0,0,0,0,0,0
260224,0,0,0,0,0,0,0,28,0,0
260225,14,14,14,14,14,14,14,14,14,14
260226,30,0,0,9,11,0,16,0,0,0
260227,0,0,24,0,0,0,0,0,0,0
260228,0,0,0,0,0,0,0,0,0,0
260229,0,0,34,0,0,11,0,0,7,0
260230,0,0,0,0,0,0,0,0,0,0
260231,0,0,0,0,0,0,0,0,0,0
260232,19,19,19,19,19,19,19,19,19,19
260233,0,0,0,0,33,0,0,31,0,0
260234,7,7,7,7,7,7,7,7,7,7
260235,0,0,0,0,0,0,20,0,17,0
260236,0,0,0,0,0,0,0,0,0,0
260237,18,18,18,18,18,18,18,18,18,18
260238,0,0,0,0,0,0,0,0,0,0
260239,5,5,5,5,5,6,5,5,14,5
260240,0,0,0,0,0,0,0,0,0,0
260241,0,0,0,0,0,0,0,0,0,0
260242,0,0,0,0,0,0,0,0,0,0
260243,22,22,22,22,22,22,22,22,22,22
260244,7,32,0,9,28,5,5,36,14,13
260245,7,7,7,7,7,7,7,7,7,7
260246,19,19,19,19,19,19,19,19,19,19
260247,0,0,0,12,0,0,0,19,0,0
260248,0,0,0,0,0,0,0,0,0,0
260249,0,0,0,0,0,0,0,0,12,0
260250,0,0,0,0,0,0,0,0,3,0
260251,0,25,0,0,0,0,0,0,0,0
260252,25,25,25,25,25,25,25,25,25,25
260253,16,16,16,16,16,16,16,16,16,16
260254,13,31,3,0,7,8,25,13,6,33
260255,0,0,0,0,0,0,0,0,0,0
260256,24,14,13,10,7,15,44,32,20,28
260257,0,0,0,12,0,0,0,0,0,23
260258,0,0,0,0,0,22,0,0,25,0
260259,0,0,0,0,0,0,8,0,0,0
260260,0,0,0,0,0,0,0,0,0,0
260261,15,17,11,5,15,28,4,12,13,2
260262,0,0,0,0,0,0,0,0,0,0
260263,8,8,8,8,8,10,8,18,8,8
260264,0,0,0,0,0,0,5,0,0,0
260265,0,0,0,0,0,0,0,0,0,0
260266,0,14,0,0,11,0,0,0,0,0
260267,19,19,19,19,19,19,19,19,19,19
260268,0,0,0,0,0,0,0,0,0,0
260269,0,0,0,0,0,0,0,0,0,13
260270,12,35,26,0,41,0,10,0,0,0
260271,0,0,0,0,0,0,0,36,0,0
260272,0,0,0,0,0,0,0,28,5,0
260274,0,0,0,0,0,0,0,0,0,0
260275,17,17,17,17,17,17,17,17,17,17
260276,0,0,0,0,0,0,12,0,0,0
260277,0,0,0,0,0,0,0,0,0,0
260278,0,0,0,2,0,0,0,0,0,0
260279,0,20,0,0,0,0,0,0,0,0
260280,10,33,17,18,4,9,22,30,14,13
260281,0,0,0,0,0,0,0,0,0,0
260282,0,0,0,0,0,0,0,0,0,0
260283,10,10,10,10,10,10,10,10,10,10
260284,23,0,13,0,0,27,0,0,0,0
260285,0,0,0,0,0,0,0,30,0,0
260286,0,0,0,0,0,0,0,0,24,0
260287,3,3,3,3,3,3,3,3,3,3
260288,3,3,9,15,3,3,3,20,3,3
260289,0,0,0,0,0,0,0,0,0,0
260290,0,0,0,0,0,0,0,0,0,0
260291,0,0,0,0,0,0,0,0,0,0
260292,0,0,0,0,0,0,0,0,0,0
260293,0,0,0,0,0,0,0,0,0,0
260294,1,1,1,1,1,1,1,1,1,1
260296,13,17,0,0,0,0,0,0,0,0
260297,0,0,0,0,0,0,0,0,0,0
260298,21,32,21,21,21,21,21,21,21,21
260299,25,25,25,25,25,25,25,25,25,25
260300,0,0,0,0,0,0,0,0,0,0
260301,0,0,0,0,0,0,9,0,0,0
260302,0,0,0,0,0,0,0,0,0,0
260303,0,0,0,0,0,0,0,0,0,0
260304,0,0,0,0,0,0,0,0,0,0
260305,0,0,0,0,0,0,0,0,0,0
260306,0,0,0,0,0,0,0,0,0,0
260307,20,20,20,20,20,20,20,20,20,20
260308,0,0,0,14,0,0,23,0,9,0
260309,0,0,0,0,0,0,0,0,0,0
260310,0,21,0,0,14,23,0,0,0,0
260311,6,19,27,14,15,23,29,4,4,19
260312,0,0,0,0,0,0,0,0,0,41
260313,0,0,0,0,0,0,0,0,0,0
260314,26,26,26,26,26,26,26,26,26,26
260315,0,0,0,0,0,0,0,0,0,0
260316,9,9,9,9,9,9,9,9,9,9
260317,9,9,9,9,9,9,9,9,9,9
260318,0,0,0,0,0,0,0,0,0,0
260319,18,18,18,18,18,18,18,18,18,18
260320,10,10,10,10,10,10,10,10,10,10
260321,0,36,0,0,33,0,0,0,0,0
260322,5,5,5,5,5,5,5,5,5,5
260323,18,18,18,18,18,18,18,18,18,18
260324,14,23,0,0,43,22,0,0,0,37
260325,17,0,0,0,0,0,0,0,8,8
260326,0,0,0,0,0,0,0,0,0,0
260327,0,14,0,0,15,19,0,6,12,0
260328,19,19,19,19,19,19,19,19,19,19
260329,0,0,0,0,0,0,23,28,0,0
260330,0,0,0,0,0,0,0,0,0,0
260331,20,20,20,20,20,20,20,20,20,20
260332,0,0,0,0,0,0,0,0,0,0
260333,0,0,0,0,0,0,0,0,0,0
260334,0,0,0,0,0,0,0,0,0,0
260335,0,0,0,0,0,0,0,0,0,0
260336,25,0,0,17,0,25,0,16,0,0
260337,13,0,0,0,21,0,0,0,0,0
260338,0,12,0,0,0,0,0,0,0,10
260339,0,0,0,0,0,0,0,0,0,0
260340,0,0,0,3,0,15,0,23,0,0
260341,0,0,0,0,0,0,0,0,0,0
260342,19,19,19,19,19,19,19,19,19,19
260343,0,0,0,0,0,0,0,0,0,0
260344,12,0,0,6,0,11,0,5,0,7
260345,21,22,20,28,21,47,12,23,21,21
260346,0,0,0,0,0,0,0,0,0,0
260347,0,0,0,0,0,0,0,0,0,0
260348,1,1,1,1,1,1,1,1,1,1
260349,0,0,0,0,0,0,0,26,0,18
260350,0,0,0,0,0,0,0,0,0,0
260351,0,0,0,0,0,0,0,0,0,0
260352,23,23,23,23,23,23,23,23,23,23
260353,8,22,0,29,5,27,22,5,5,14
260354,26,26,26,26,26,26,26,26,26,26
260355,0,0,0,0,0,0,0,0,0,0
260356,0,0,0,13,20,0,0,0,0,0
260357,30,7,20,23,9,8,15,15,0,24
260358,16,16,16,16,16,16,16,16,16,16
260359,22,0,0,0,0,0,0,0,10,0
